sex,age,priors_count,days_b_screening_arrest,score_text,c_charge_degree,race_0,race_1,race_2,race_3,race_4,race_5,class
1,40,2,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,38,2,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,4,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,8,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,1,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,6,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,1,-2.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,16,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,0,-2.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,53,10,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,49,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,2,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,53,1,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,48,4,-6.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,33,3,-19.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,25,2,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,1,-1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,45,2,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,3,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,34,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,27,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,28,1,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,0,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,26,9,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,1,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,1,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,45,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,11,31.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,51,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,0,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,31,5,0.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,49,4,0.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,26,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,58,1,-2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,20,1,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,37,0,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,3,-2.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,47,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,37,8,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,1,-16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,29,20,11.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,21,1,-202.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,33,8,-49.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,37,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,30,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,4,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,22,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,27,2,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,22,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,65,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,38,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,22,1,-1.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,45,1,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,67,4,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,36,5,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,52,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,39,4,-32.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,47,21,-124.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,20,0,-1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,24,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,55,2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,34,1,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,0,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1
1,57,0,-5.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,48,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,0,-2.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,50,0,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,1,-10.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,7,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,60,2,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,44,1,-31.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,55,18,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,36,16,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,29,5,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,53,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,4,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,1,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,46,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,25,15,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,57,2,-6.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,48,2,-1.0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,24,2,569.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,52,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,21,2,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,23,6,-18.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,20,1,-22.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,39,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,38,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,44,8,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,0,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,47,2,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,67,5,-28.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,1,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,54,7,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,1,-1.0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,46,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,32,2,0.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,-163.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,40,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,24,0,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,43,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,31,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,39,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,50,4,-5.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,60,2,-227.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,0,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,38,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,28,3,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,32,4,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,1,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,59,17,-65.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,40,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,22,1,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,47,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,33,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,49,3,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,2,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1
1,34,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,9,-150.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,8,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,19,1,-1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,53,5,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,34,5,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,35,1,-47.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,36,9,-42.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,0,-1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1
1,23,3,18.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,47,1,-1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,7,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,33,2,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,29,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,35,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,56,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,36,1,-29.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,40,4,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
1,21,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,47,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,51,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,28,2,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,50,11,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,59,2,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,31,3,-20.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,39,2,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,3,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,47,1,-1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,31,1,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,34,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,4,0.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,67,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,1,-243.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,11,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,46,1,-72.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,1,-1.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,39,1,-99.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,46,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,56,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,32,6,55.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,49,4,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,4,-5.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,40,7,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,56,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,6,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,44,3,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,43,1,-30.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,54,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,27,2,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,26,4,649.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,1,-39.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,31,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,48,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,59,1,-2.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,24,3,-1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,40,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,56,1,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,22,0,-2.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,54,1,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,23,1,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,49,0,0.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,25,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,50,1,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,52,4,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,6,39.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,29,2,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
1,42,1,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,26,5,311.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,45,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,25,1,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,5,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,58,16,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,36,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,45,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,53,5,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,1,-62.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,36,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,1,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,50,18,171.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,51,15,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,1,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,20,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,37,1,-31.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,37,20,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,56,1,-60.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,19,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,18,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,37,7,-1.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,28,3,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,55,1,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,51,1,-162.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,1,-5.0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,1
1,20,2,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,0,-5.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,1,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,59,3,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,42,17,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,42,0,-3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,39,2,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,24,2,561.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,2,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,31,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,28,12,-2.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,1,-3.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,65,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,54,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,2,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,45,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,30,14,27.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,21,2,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,0,-2.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,3,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,33,3,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,61,1,-34.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,45,6,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,3,107.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,46,0,-1.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0
1,52,1,-8.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,62,2,-45.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,28,6,-21.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,0,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,2,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,34,1,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,28,14,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,24,8,-54.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,36,4,-1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,44,7,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,60,11,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,2,-24.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,22,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,22,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,26,2,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,23,1,-69.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,31,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,21,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,37,3,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,22,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,34,0,0.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,28,8,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,8,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,64,13,-499.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,38,22,-34.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,24,1,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,31,13,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,33,4,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,53,1,-139.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,37,0,-1.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0
1,74,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,41,14,41.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,33,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,0,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,51,0,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,39,9,-1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,34,14,-1.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,22,2,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,29,16,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,31,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,33,2,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,52,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,46,10,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,41,0,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,40,1,-65.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,53,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,26,1,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1
1,37,9,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,37,0,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,48,2,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,27,0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1
1,28,1,-38.0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,51,7,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,30,0,-1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,27,0,-1.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,48,4,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,24,4,-27.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,28,5,-1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0
1,53,10,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,64,1,-2.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,21,1,-2.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,20,0,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,25,5,-1.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1
1,40,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0
1,30,11,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,30,2,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,35,0,-1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0
1,24,4,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,66,5,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,33,1,-90.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
1,27,1,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,75,5,-1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,57,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,21,2,-22.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0
1,30,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1
1,25,0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1
1,27,2,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,31,10,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,27,5,-1.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,67,0,-3.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,34,0,-1.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0
1,35,6,-1.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,57,19,-1.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0
1,25,2,-1.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1
